Data          Hora     Temp_atual   Temp_med   Temp_min   Temp_max   Umi_atual   Umi_med   Umi_min   Umi_max
2024-10-11   15:12:21   27.29°C     27.25°C     27.21°C   27.32°C    64.89RH    65.10RH    64.51RH   65.54RH
2024-10-11   15:12:26   27.29°C     27.25°C     27.21°C   27.32°C    64.90RH    65.10RH    64.51RH   65.54RH
2024-10-11   15:12:31   27.28°C     27.25°C     27.21°C   27.32°C    64.81RH    65.10RH    64.51RH   65.54RH
2024-10-11   15:12:36   27.28°C     27.26°C     27.21°C   27.32°C    64.79RH    65.09RH    64.51RH   65.54RH
2024-10-11   15:12:42   27.28°C     27.26°C     27.21°C   27.32°C    64.79RH    65.09RH    64.51RH   65.54RH
2024-10-11   15:12:47   27.28°C     27.26°C     27.21°C   27.32°C    64.79RH    65.09RH    64.51RH   65.54RH
2024-10-11   15:12:52   27.25°C     27.26°C     27.21°C   27.32°C    64.74RH    65.09RH    64.51RH   65.54RH
2024-10-11   15:12:57   27.26°C     27.26°C     27.21°C   27.32°C    64.68RH    65.09RH    64.51RH   65.54RH
2024-10-11   15:13:02   27.28°C     27.26°C     27.21°C   27.32°C    64.63RH    65.09RH    64.51RH   65.54RH
2024-10-11   15:13:07   27.26°C     27.26°C     27.21°C   27.32°C    64.67RH    65.09RH    64.51RH   65.54RH
2024-10-11   15:13:12   27.28°C     27.26°C     27.21°C   27.32°C    64.70RH    65.08RH    64.51RH   65.54RH
2024-10-11   15:13:17   27.28°C     27.26°C     27.21°C   27.32°C    64.76RH    65.08RH    64.51RH   65.54RH
2024-10-11   15:13:22   27.28°C     27.26°C     27.21°C   27.32°C    64.78RH    65.08RH    64.51RH   65.54RH
2024-10-11   15:13:27   27.28°C     27.26°C     27.21°C   27.32°C    64.80RH    65.08RH    64.51RH   65.54RH
2024-10-11   15:13:32   27.28°C     27.26°C     27.21°C   27.32°C    64.81RH    65.08RH    64.51RH   65.54RH
2024-10-11   15:13:37   27.28°C     27.26°C     27.21°C   27.32°C    64.86RH    65.08RH    64.51RH   65.54RH
2024-10-11   15:13:42   27.28°C     27.26°C     27.21°C   27.32°C    64.86RH    65.08RH    64.51RH   65.54RH
2024-10-11   15:13:47   27.28°C     27.26°C     27.21°C   27.32°C    64.87RH    65.08RH    64.51RH   65.54RH
2024-10-11   15:13:52   27.29°C     27.26°C     27.21°C   27.32°C    64.86RH    65.08RH    64.51RH   65.54RH
2024-10-11   15:13:57   27.30°C     27.26°C     27.21°C   27.32°C    64.85RH    65.08RH    64.51RH   65.54RH
2024-10-11   15:14:02   27.29°C     27.26°C     27.21°C   27.32°C    64.86RH    65.08RH    64.51RH   65.54RH
2024-10-11   15:14:07   27.30°C     27.26°C     27.21°C   27.32°C    64.90RH    65.08RH    64.51RH   65.54RH
2024-10-11   15:14:12   27.30°C     27.26°C     27.21°C   27.32°C    64.86RH    65.07RH    64.51RH   65.54RH
2024-10-11   15:14:17   27.30°C     27.26°C     27.21°C   27.32°C    64.83RH    65.07RH    64.51RH   65.54RH
2024-10-11   15:14:22   27.30°C     27.26°C     27.21°C   27.32°C    64.81RH    65.07RH    64.51RH   65.54RH
2024-10-11   15:14:27   27.30°C     27.26°C     27.21°C   27.32°C    64.84RH    65.07RH    64.51RH   65.54RH
2024-10-11   15:14:32   27.30°C     27.26°C     27.21°C   27.32°C    64.83RH    65.07RH    64.51RH   65.54RH
2024-10-11   15:14:38   27.30°C     27.26°C     27.21°C   27.32°C    64.84RH    65.07RH    64.51RH   65.54RH
2024-10-11   15:14:43   27.30°C     27.26°C     27.21°C   27.32°C    64.84RH    65.07RH    64.51RH   65.54RH
2024-10-11   15:14:48   27.28°C     27.26°C     27.21°C   27.32°C    64.86RH    65.07RH    64.51RH   65.54RH
2024-10-11   15:14:53   27.29°C     27.26°C     27.21°C   27.32°C    64.84RH    65.07RH    64.51RH   65.54RH
2024-10-11   15:14:58   27.28°C     27.26°C     27.21°C   27.32°C    64.85RH    65.07RH    64.51RH   65.54RH
2024-10-11   15:15:03   27.29°C     27.26°C     27.21°C   27.32°C    64.84RH    65.07RH    64.51RH   65.54RH
2024-10-11   15:15:08   27.25°C     27.26°C     27.21°C   27.32°C    64.82RH    65.07RH    64.51RH   65.54RH
2024-10-11   15:15:13   27.29°C     27.26°C     27.21°C   27.32°C    64.80RH    65.06RH    64.51RH   65.54RH
2024-10-11   15:15:18   27.25°C     27.26°C     27.21°C   27.32°C    64.81RH    65.06RH    64.51RH   65.54RH
2024-10-11   15:15:23   27.29°C     27.26°C     27.21°C   27.32°C    64.84RH    65.06RH    64.51RH   65.54RH
2024-10-11   15:15:28   27.26°C     27.26°C     27.21°C   27.32°C    64.82RH    65.06RH    64.51RH   65.54RH
2024-10-11   15:15:33   27.26°C     27.26°C     27.21°C   27.32°C    64.78RH    65.06RH    64.51RH   65.54RH
2024-10-11   15:15:38   27.26°C     27.26°C     27.21°C   27.32°C    64.78RH    65.06RH    64.51RH   65.54RH
2024-10-11   15:15:43   27.25°C     27.26°C     27.21°C   27.32°C    64.78RH    65.06RH    64.51RH   65.54RH
2024-10-11   15:15:48   27.26°C     27.26°C     27.21°C   27.32°C    64.83RH    65.06RH    64.51RH   65.54RH
2024-10-11   15:15:53   27.26°C     27.26°C     27.21°C   27.32°C    64.84RH    65.06RH    64.51RH   65.54RH
2024-10-11   15:15:58   27.28°C     27.26°C     27.21°C   27.32°C    64.81RH    65.06RH    64.51RH   65.54RH
2024-10-11   15:16:03   27.25°C     27.26°C     27.21°C   27.32°C    64.80RH    65.06RH    64.51RH   65.54RH
2024-10-11   15:16:08   27.25°C     27.26°C     27.21°C   27.32°C    64.82RH    65.06RH    64.51RH   65.54RH
2024-10-11   15:16:13   27.26°C     27.26°C     27.21°C   27.32°C    64.82RH    65.05RH    64.51RH   65.54RH
2024-10-11   15:16:18   27.25°C     27.26°C     27.21°C   27.32°C    64.86RH    65.05RH    64.51RH   65.54RH
2024-10-11   15:16:23   27.26°C     27.26°C     27.21°C   27.32°C    64.84RH    65.05RH    64.51RH   65.54RH
2024-10-11   15:16:28   27.23°C     27.26°C     27.21°C   27.32°C    64.95RH    65.05RH    64.51RH   65.54RH
2024-10-11   15:16:33   27.23°C     27.26°C     27.21°C   27.32°C    64.91RH    65.05RH    64.51RH   65.54RH
2024-10-11   15:16:39   27.25°C     27.26°C     27.21°C   27.32°C    64.91RH    65.05RH    64.51RH   65.54RH
2024-10-11   15:16:44   27.25°C     27.26°C     27.21°C   27.32°C    64.95RH    65.05RH    64.51RH   65.54RH
2024-10-11   15:16:49   27.26°C     27.26°C     27.21°C   27.32°C    64.94RH    65.05RH    64.51RH   65.54RH
2024-10-11   15:16:54   27.28°C     27.26°C     27.21°C   27.32°C    64.94RH    65.05RH    64.51RH   65.54RH
2024-10-11   15:16:59   27.28°C     27.26°C     27.21°C   27.32°C    64.93RH    65.05RH    64.51RH   65.54RH
2024-10-11   15:17:04   27.28°C     27.26°C     27.21°C   27.32°C    64.92RH    65.05RH    64.51RH   65.54RH
2024-10-11   15:17:09   27.25°C     27.26°C     27.21°C   27.32°C    64.94RH    65.05RH    64.51RH   65.54RH
2024-10-11   15:17:14   27.26°C     27.26°C     27.21°C   27.32°C    64.97RH    65.05RH    64.51RH   65.54RH
2024-10-11   15:17:19   27.26°C     27.26°C     27.21°C   27.32°C    64.94RH    65.05RH    64.51RH   65.54RH
2024-10-11   15:17:24   27.25°C     27.26°C     27.21°C   27.32°C    64.92RH    65.05RH    64.51RH   65.54RH
2024-10-11   15:17:29   27.26°C     27.26°C     27.21°C   27.32°C    64.95RH    65.05RH    64.51RH   65.54RH
2024-10-11   15:17:34   27.26°C     27.26°C     27.21°C   27.32°C    64.88RH    65.05RH    64.51RH   65.54RH
2024-10-11   15:17:39   27.23°C     27.26°C     27.21°C   27.32°C    64.91RH    65.05RH    64.51RH   65.54RH
2024-10-11   15:17:44   27.26°C     27.26°C     27.21°C   27.32°C    64.88RH    65.05RH    64.51RH   65.54RH
2024-10-11   15:17:49   27.23°C     27.26°C     27.21°C   27.32°C    64.86RH    65.05RH    64.51RH   65.54RH
2024-10-11   15:17:54   27.26°C     27.26°C     27.21°C   27.32°C    64.85RH    65.05RH    64.51RH   65.54RH
2024-10-11   15:17:59   27.23°C     27.26°C     27.21°C   27.32°C    64.85RH    65.05RH    64.51RH   65.54RH
2024-10-11   15:18:04   27.25°C     27.26°C     27.21°C   27.32°C    64.88RH    65.05RH    64.51RH   65.54RH
2024-10-11   15:18:09   27.25°C     27.26°C     27.21°C   27.32°C    64.85RH    65.04RH    64.51RH   65.54RH
2024-10-11   15:18:14   27.23°C     27.26°C     27.21°C   27.32°C    64.69RH    65.04RH    64.51RH   65.54RH
2024-10-11   15:18:19   27.22°C     27.26°C     27.21°C   27.32°C    64.45RH    65.04RH    64.45RH   65.54RH
2024-10-11   15:18:24   27.25°C     27.26°C     27.21°C   27.32°C    64.35RH    65.04RH    64.35RH   65.54RH
2024-10-11   15:18:29   27.23°C     27.26°C     27.21°C   27.32°C    64.52RH    65.04RH    64.35RH   65.54RH
2024-10-11   15:18:35   27.23°C     27.26°C     27.21°C   27.32°C    64.61RH    65.04RH    64.35RH   65.54RH
2024-10-11   15:18:40   27.23°C     27.26°C     27.21°C   27.32°C    64.66RH    65.04RH    64.35RH   65.54RH
2024-10-11   15:18:45   27.25°C     27.26°C     27.21°C   27.32°C    64.67RH    65.03RH    64.35RH   65.54RH
2024-10-11   15:18:50   27.21°C     27.26°C     27.21°C   27.32°C    64.69RH    65.03RH    64.35RH   65.54RH
2024-10-11   15:18:55   27.22°C     27.26°C     27.21°C   27.32°C    64.73RH    65.03RH    64.35RH   65.54RH
2024-10-11   15:19:00   27.23°C     27.26°C     27.21°C   27.32°C    64.73RH    65.03RH    64.35RH   65.54RH
2024-10-11   15:19:05   27.22°C     27.26°C     27.21°C   27.32°C    64.75RH    65.03RH    64.35RH   65.54RH
2024-10-11   15:19:10   27.23°C     27.26°C     27.21°C   27.32°C    64.76RH    65.03RH    64.35RH   65.54RH
2024-10-11   15:19:15   27.23°C     27.26°C     27.21°C   27.32°C    64.81RH    65.03RH    64.35RH   65.54RH
2024-10-11   15:19:20   27.22°C     27.26°C     27.21°C   27.32°C    64.82RH    65.03RH    64.35RH   65.54RH
2024-10-11   15:19:25   27.22°C     27.26°C     27.21°C   27.32°C    64.81RH    65.03RH    64.35RH   65.54RH
2024-10-11   15:19:30   27.22°C     27.26°C     27.21°C   27.32°C    64.82RH    65.03RH    64.35RH   65.54RH
2024-10-11   15:19:35   27.21°C     27.26°C     27.21°C   27.32°C    64.78RH    65.03RH    64.35RH   65.54RH
2024-10-11   15:19:40   27.23°C     27.26°C     27.21°C   27.32°C    64.82RH    65.03RH    64.35RH   65.54RH
2024-10-11   15:19:45   27.22°C     27.26°C     27.21°C   27.32°C    64.80RH    65.03RH    64.35RH   65.54RH
2024-10-11   15:19:50   27.21°C     27.26°C     27.21°C   27.32°C    64.80RH    65.03RH    64.35RH   65.54RH
2024-10-11   15:19:55   27.21°C     27.26°C     27.21°C   27.32°C    64.82RH    65.02RH    64.35RH   65.54RH
2024-10-11   15:20:00   27.21°C     27.26°C     27.21°C   27.32°C    64.81RH    65.02RH    64.35RH   65.54RH
2024-10-11   15:20:05   27.22°C     27.26°C     27.21°C   27.32°C    64.83RH    65.02RH    64.35RH   65.54RH
2024-10-11   15:20:10   27.21°C     27.26°C     27.21°C   27.32°C    64.85RH    65.02RH    64.35RH   65.54RH
2024-10-11   15:20:15   27.21°C     27.26°C     27.21°C   27.32°C    64.85RH    65.02RH    64.35RH   65.54RH
2024-10-11   15:20:20   27.21°C     27.26°C     27.21°C   27.32°C    64.87RH    65.02RH    64.35RH   65.54RH
2024-10-11   15:20:25   27.22°C     27.26°C     27.21°C   27.32°C    64.89RH    65.02RH    64.35RH   65.54RH
2024-10-11   15:20:31   27.21°C     27.25°C     27.21°C   27.32°C    64.88RH    65.02RH    64.35RH   65.54RH
2024-10-11   15:20:36   27.23°C     27.25°C     27.21°C   27.32°C    64.93RH    65.02RH    64.35RH   65.54RH
2024-10-11   15:20:41   27.23°C     27.25°C     27.21°C   27.32°C    64.93RH    65.02RH    64.35RH   65.54RH
2024-10-11   15:20:46   27.25°C     27.25°C     27.21°C   27.32°C    64.90RH    65.02RH    64.35RH   65.54RH
2024-10-11   15:20:51   27.23°C     27.25°C     27.21°C   27.32°C    64.94RH    65.02RH    64.35RH   65.54RH
2024-10-11   15:20:56   27.22°C     27.25°C     27.21°C   27.32°C    64.98RH    65.02RH    64.35RH   65.54RH
2024-10-11   15:21:01   27.22°C     27.25°C     27.21°C   27.32°C    64.93RH    65.02RH    64.35RH   65.54RH
2024-10-11   15:21:06   27.21°C     27.25°C     27.21°C   27.32°C    64.91RH    65.02RH    64.35RH   65.54RH
2024-10-11   15:21:11   27.23°C     27.25°C     27.21°C   27.32°C    64.91RH    65.02RH    64.35RH   65.54RH
2024-10-11   15:21:16   27.23°C     27.25°C     27.21°C   27.32°C    64.87RH    65.02RH    64.35RH   65.54RH
2024-10-11   15:21:21   27.22°C     27.25°C     27.21°C   27.32°C    64.85RH    65.02RH    64.35RH   65.54RH
2024-10-11   15:21:26   27.22°C     27.25°C     27.21°C   27.32°C    64.88RH    65.02RH    64.35RH   65.54RH
2024-10-11   15:21:31   27.23°C     27.25°C     27.21°C   27.32°C    64.90RH    65.02RH    64.35RH   65.54RH
2024-10-11   15:21:36   27.22°C     27.25°C     27.21°C   27.32°C    64.87RH    65.02RH    64.35RH   65.54RH
2024-10-11   15:21:41   27.25°C     27.25°C     27.21°C   27.32°C    64.91RH    65.02RH    64.35RH   65.54RH
2024-10-11   15:21:46   27.26°C     27.25°C     27.21°C   27.32°C    64.98RH    65.02RH    64.35RH   65.54RH
2024-10-11   15:21:51   27.25°C     27.25°C     27.21°C   27.32°C    64.93RH    65.02RH    64.35RH   65.54RH
2024-10-11   15:21:56   27.23°C     27.25°C     27.21°C   27.32°C    64.97RH    65.02RH    64.35RH   65.54RH
2024-10-11   15:22:01   27.22°C     27.25°C     27.21°C   27.32°C    64.97RH    65.02RH    64.35RH   65.54RH
2024-10-11   15:22:06   27.25°C     27.25°C     27.21°C   27.32°C    64.99RH    65.02RH    64.35RH   65.54RH
2024-10-11   15:22:11   27.23°C     27.25°C     27.21°C   27.32°C    64.95RH    65.02RH    64.35RH   65.54RH
2024-10-11   15:22:16   27.23°C     27.25°C     27.21°C   27.32°C    64.99RH    65.02RH    64.35RH   65.54RH
2024-10-11   15:22:21   27.22°C     27.25°C     27.21°C   27.32°C    64.91RH    65.02RH    64.35RH   65.54RH
2024-10-11   15:22:27   27.23°C     27.25°C     27.21°C   27.32°C    64.91RH    65.02RH    64.35RH   65.54RH
2024-10-11   15:22:32   27.22°C     27.25°C     27.21°C   27.32°C    64.87RH    65.02RH    64.35RH   65.54RH
2024-10-11   15:22:37   27.23°C     27.25°C     27.21°C   27.32°C    64.82RH    65.02RH    64.35RH   65.54RH
2024-10-11   15:22:42   27.21°C     27.25°C     27.21°C   27.32°C    64.87RH    65.01RH    64.35RH   65.54RH
2024-10-11   15:22:47   27.22°C     27.25°C     27.21°C   27.32°C    64.85RH    65.01RH    64.35RH   65.54RH
2024-10-11   15:22:52   27.19°C     27.25°C     27.19°C   27.32°C    64.87RH    65.01RH    64.35RH   65.54RH
2024-10-11   15:22:57   27.19°C     27.25°C     27.19°C   27.32°C    64.91RH    65.01RH    64.35RH   65.54RH
2024-10-11   15:23:02   27.22°C     27.25°C     27.19°C   27.32°C    64.95RH    65.01RH    64.35RH   65.54RH
2024-10-11   15:23:07   27.23°C     27.25°C     27.19°C   27.32°C    65.00RH    65.01RH    64.35RH   65.54RH
2024-10-11   15:23:12   27.19°C     27.25°C     27.19°C   27.32°C    64.95RH    65.01RH    64.35RH   65.54RH
2024-10-11   15:23:17   27.21°C     27.25°C     27.19°C   27.32°C    64.93RH    65.01RH    64.35RH   65.54RH
2024-10-11   15:23:22   27.22°C     27.25°C     27.19°C   27.32°C    64.90RH    65.01RH    64.35RH   65.54RH
2024-10-11   15:23:27   27.19°C     27.25°C     27.19°C   27.32°C    64.86RH    65.01RH    64.35RH   65.54RH
2024-10-11   15:23:32   27.19°C     27.25°C     27.19°C   27.32°C    64.82RH    65.01RH    64.35RH   65.54RH
2024-10-11   15:23:37   27.21°C     27.25°C     27.19°C   27.32°C    64.83RH    65.01RH    64.35RH   65.54RH
2024-10-11   15:23:42   27.22°C     27.25°C     27.19°C   27.32°C    64.89RH    65.01RH    64.35RH   65.54RH
2024-10-11   15:23:47   27.22°C     27.25°C     27.19°C   27.32°C    64.90RH    65.01RH    64.35RH   65.54RH
2024-10-11   15:23:52   27.22°C     27.25°C     27.19°C   27.32°C    64.88RH    65.01RH    64.35RH   65.54RH
2024-10-11   15:23:57   27.21°C     27.25°C     27.19°C   27.32°C    64.86RH    65.01RH    64.35RH   65.54RH
2024-10-11   15:24:02   27.19°C     27.25°C     27.19°C   27.32°C    64.86RH    65.01RH    64.35RH   65.54RH
2024-10-11   15:24:07   27.21°C     27.25°C     27.19°C   27.32°C    64.91RH    65.01RH    64.35RH   65.54RH
2024-10-11   15:24:12   27.22°C     27.25°C     27.19°C   27.32°C    64.88RH    65.01RH    64.35RH   65.54RH
2024-10-11   15:24:17   27.22°C     27.25°C     27.19°C   27.32°C    64.91RH    65.01RH    64.35RH   65.54RH
2024-10-11   15:24:23   27.21°C     27.25°C     27.19°C   27.32°C    64.94RH    65.01RH    64.35RH   65.54RH
2024-10-11   15:24:28   27.22°C     27.25°C     27.19°C   27.32°C    64.86RH    65.01RH    64.35RH   65.54RH
2024-10-11   15:24:33   27.23°C     27.25°C     27.19°C   27.32°C    64.87RH    65.01RH    64.35RH   65.54RH
2024-10-11   15:24:38   27.23°C     27.25°C     27.19°C   27.32°C    64.87RH    65.01RH    64.35RH   65.54RH
2024-10-11   15:24:43   27.25°C     27.25°C     27.19°C   27.32°C    64.84RH    65.01RH    64.35RH   65.54RH
2024-10-11   15:24:48   27.23°C     27.25°C     27.19°C   27.32°C    64.85RH    65.01RH    64.35RH   65.54RH
2024-10-11   15:24:53   27.22°C     27.25°C     27.19°C   27.32°C    64.85RH    65.01RH    64.35RH   65.54RH
2024-10-11   15:24:58   27.22°C     27.25°C     27.19°C   27.32°C    64.83RH    65.01RH    64.35RH   65.54RH
2024-10-11   15:25:03   27.21°C     27.25°C     27.19°C   27.32°C    64.80RH    65.01RH    64.35RH   65.54RH
2024-10-11   15:25:08   27.22°C     27.25°C     27.19°C   27.32°C    64.76RH    65.01RH    64.35RH   65.54RH
2024-10-11   15:25:13   27.22°C     27.25°C     27.19°C   27.32°C    64.68RH    65.00RH    64.35RH   65.54RH
2024-10-11   15:25:18   27.21°C     27.25°C     27.19°C   27.32°C    64.60RH    65.00RH    64.35RH   65.54RH
2024-10-11   15:25:23   27.21°C     27.25°C     27.19°C   27.32°C    64.59RH    65.00RH    64.35RH   65.54RH
2024-10-11   15:25:28   27.22°C     27.25°C     27.19°C   27.32°C    64.56RH    65.00RH    64.35RH   65.54RH
2024-10-11   15:25:33   27.21°C     27.25°C     27.19°C   27.32°C    64.57RH    65.00RH    64.35RH   65.54RH
2024-10-11   15:25:38   27.21°C     27.25°C     27.19°C   27.32°C    64.70RH    65.00RH    64.35RH   65.54RH
2024-10-11   15:25:43   27.19°C     27.25°C     27.19°C   27.32°C    64.76RH    65.00RH    64.35RH   65.54RH
2024-10-11   15:25:48   27.21°C     27.25°C     27.19°C   27.32°C    64.75RH    65.00RH    64.35RH   65.54RH
2024-10-11   15:25:53   27.22°C     27.25°C     27.19°C   27.32°C    64.77RH    65.00RH    64.35RH   65.54RH
2024-10-11   15:25:58   27.21°C     27.25°C     27.19°C   27.32°C    64.84RH    65.00RH    64.35RH   65.54RH
2024-10-11   15:26:03   27.19°C     27.25°C     27.19°C   27.32°C    64.82RH    65.00RH    64.35RH   65.54RH
2024-10-11   15:26:08   27.19°C     27.25°C     27.19°C   27.32°C    64.76RH    65.00RH    64.35RH   65.54RH
2024-10-11   15:26:13   27.16°C     27.25°C     27.16°C   27.32°C    64.74RH    65.00RH    64.35RH   65.54RH
2024-10-11   15:26:19   27.19°C     27.25°C     27.16°C   27.32°C    64.72RH    65.00RH    64.35RH   65.54RH
2024-10-11   15:26:24   27.18°C     27.25°C     27.16°C   27.32°C    64.71RH    64.99RH    64.35RH   65.54RH
2024-10-11   15:26:29   27.16°C     27.25°C     27.16°C   27.32°C    64.76RH    64.99RH    64.35RH   65.54RH
2024-10-11   15:26:34   27.19°C     27.25°C     27.16°C   27.32°C    64.81RH    64.99RH    64.35RH   65.54RH
2024-10-11   15:26:39   27.16°C     27.25°C     27.16°C   27.32°C    64.81RH    64.99RH    64.35RH   65.54RH
2024-10-11   15:26:44   27.18°C     27.25°C     27.16°C   27.32°C    64.82RH    64.99RH    64.35RH   65.54RH
2024-10-11   15:26:49   27.18°C     27.25°C     27.16°C   27.32°C    64.84RH    64.99RH    64.35RH   65.54RH
2024-10-11   15:26:54   27.18°C     27.25°C     27.16°C   27.32°C    64.79RH    64.99RH    64.35RH   65.54RH
2024-10-11   15:26:59   27.21°C     27.25°C     27.16°C   27.32°C    64.84RH    64.99RH    64.35RH   65.54RH
2024-10-11   15:27:04   27.18°C     27.25°C     27.16°C   27.32°C    64.85RH    64.99RH    64.35RH   65.54RH
2024-10-11   15:27:09   27.18°C     27.25°C     27.16°C   27.32°C    64.84RH    64.99RH    64.35RH   65.54RH
2024-10-11   15:27:14   27.19°C     27.25°C     27.16°C   27.32°C    64.86RH    64.99RH    64.35RH   65.54RH
2024-10-11   15:27:19   27.19°C     27.25°C     27.16°C   27.32°C    64.87RH    64.99RH    64.35RH   65.54RH
2024-10-11   15:27:24   27.18°C     27.25°C     27.16°C   27.32°C    64.84RH    64.99RH    64.35RH   65.54RH
2024-10-11   15:27:29   27.18°C     27.25°C     27.16°C   27.32°C    64.82RH    64.99RH    64.35RH   65.54RH
2024-10-11   15:27:34   27.18°C     27.25°C     27.16°C   27.32°C    64.87RH    64.99RH    64.35RH   65.54RH
2024-10-11   15:27:39   27.19°C     27.25°C     27.16°C   27.32°C    64.80RH    64.99RH    64.35RH   65.54RH
2024-10-11   15:27:44   27.19°C     27.25°C     27.16°C   27.32°C    64.81RH    64.99RH    64.35RH   65.54RH
2024-10-11   15:27:49   27.19°C     27.25°C     27.16°C   27.32°C    64.79RH    64.99RH    64.35RH   65.54RH
2024-10-11   15:27:54   27.19°C     27.25°C     27.16°C   27.32°C    64.75RH    64.99RH    64.35RH   65.54RH
2024-10-11   15:27:59   27.19°C     27.25°C     27.16°C   27.32°C    64.75RH    64.99RH    64.35RH   65.54RH
2024-10-11   15:28:04   27.19°C     27.25°C     27.16°C   27.32°C    64.73RH    64.99RH    64.35RH   65.54RH
2024-10-11   15:28:09   27.19°C     27.25°C     27.16°C   27.32°C    64.76RH    64.99RH    64.35RH   65.54RH
2024-10-11   15:28:15   27.19°C     27.25°C     27.16°C   27.32°C    64.75RH    64.99RH    64.35RH   65.54RH
2024-10-11   15:28:20   27.18°C     27.25°C     27.16°C   27.32°C    64.81RH    64.99RH    64.35RH   65.54RH
2024-10-11   15:28:25   27.21°C     27.25°C     27.16°C   27.32°C    64.80RH    64.98RH    64.35RH   65.54RH
2024-10-11   15:28:30   27.18°C     27.25°C     27.16°C   27.32°C    64.81RH    64.98RH    64.35RH   65.54RH
2024-10-11   15:28:35   27.19°C     27.25°C     27.16°C   27.32°C    64.78RH    64.98RH    64.35RH   65.54RH
2024-10-11   15:28:40   27.19°C     27.24°C     27.16°C   27.32°C    64.80RH    64.98RH    64.35RH   65.54RH
2024-10-11   15:28:45   27.21°C     27.24°C     27.16°C   27.32°C    64.81RH    64.98RH    64.35RH   65.54RH
2024-10-11   15:28:50   27.19°C     27.24°C     27.16°C   27.32°C    64.83RH    64.98RH    64.35RH   65.54RH
2024-10-11   15:28:55   27.19°C     27.24°C     27.16°C   27.32°C    64.82RH    64.98RH    64.35RH   65.54RH
2024-10-11   15:29:00   27.19°C     27.24°C     27.16°C   27.32°C    64.80RH    64.98RH    64.35RH   65.54RH
2024-10-11   15:29:05   27.22°C     27.24°C     27.16°C   27.32°C    64.81RH    64.98RH    64.35RH   65.54RH
2024-10-11   15:29:10   27.18°C     27.24°C     27.16°C   27.32°C    64.75RH    64.98RH    64.35RH   65.54RH
2024-10-11   15:29:15   27.19°C     27.24°C     27.16°C   27.32°C    64.76RH    64.98RH    64.35RH   65.54RH
2024-10-11   15:29:20   27.21°C     27.24°C     27.16°C   27.32°C    64.71RH    64.98RH    64.35RH   65.54RH
2024-10-11   15:29:25   27.21°C     27.24°C     27.16°C   27.32°C    64.70RH    64.98RH    64.35RH   65.54RH
2024-10-11   15:29:30   27.23°C     27.24°C     27.16°C   27.32°C    64.72RH    64.98RH    64.35RH   65.54RH
2024-10-11   15:29:35   27.21°C     27.24°C     27.16°C   27.32°C    64.73RH    64.98RH    64.35RH   65.54RH
2024-10-11   15:29:40   27.19°C     27.24°C     27.16°C   27.32°C    64.75RH    64.98RH    64.35RH   65.54RH
2024-10-11   15:29:45   27.19°C     27.24°C     27.16°C   27.32°C    64.72RH    64.98RH    64.35RH   65.54RH
2024-10-11   15:29:50   27.21°C     27.24°C     27.16°C   27.32°C    64.55RH    64.98RH    64.35RH   65.54RH
2024-10-11   15:29:55   27.21°C     27.24°C     27.16°C   27.32°C    64.41RH    64.98RH    64.35RH   65.54RH
2024-10-11   15:30:00   27.18°C     27.24°C     27.16°C   27.32°C    64.30RH    64.97RH    64.30RH   65.54RH
2024-10-11   15:30:05   27.19°C     27.24°C     27.16°C   27.32°C    64.33RH    64.97RH    64.30RH   65.54RH
2024-10-11   15:30:11   27.18°C     27.24°C     27.16°C   27.32°C    64.35RH    64.97RH    64.30RH   65.54RH
2024-10-11   15:30:16   27.18°C     27.24°C     27.16°C   27.32°C    64.32RH    64.97RH    64.30RH   65.54RH
2024-10-11   15:30:21   27.19°C     27.24°C     27.16°C   27.32°C    64.43RH    64.97RH    64.30RH   65.54RH
2024-10-11   15:30:26   27.16°C     27.24°C     27.16°C   27.32°C    64.49RH    64.97RH    64.30RH   65.54RH
2024-10-11   15:30:31   27.18°C     27.24°C     27.16°C   27.32°C    64.56RH    64.97RH    64.30RH   65.54RH
2024-10-11   15:30:36   27.18°C     27.24°C     27.16°C   27.32°C    64.57RH    64.97RH    64.30RH   65.54RH
2024-10-11   15:30:41   27.18°C     27.24°C     27.16°C   27.32°C    64.60RH    64.97RH    64.30RH   65.54RH
2024-10-11   15:30:46   27.18°C     27.24°C     27.16°C   27.32°C    64.58RH    64.96RH    64.30RH   65.54RH
2024-10-11   15:30:51   27.18°C     27.24°C     27.16°C   27.32°C    64.59RH    64.96RH    64.30RH   65.54RH
2024-10-11   15:30:56   27.18°C     27.24°C     27.16°C   27.32°C    64.58RH    64.96RH    64.30RH   65.54RH
2024-10-11   15:31:01   27.16°C     27.24°C     27.16°C   27.32°C    64.58RH    64.96RH    64.30RH   65.54RH
2024-10-11   15:31:06   27.18°C     27.24°C     27.16°C   27.32°C    64.60RH    64.96RH    64.30RH   65.54RH
2024-10-11   15:31:11   27.16°C     27.24°C     27.16°C   27.32°C    64.63RH    64.96RH    64.30RH   65.54RH
2024-10-11   15:31:16   27.18°C     27.24°C     27.16°C   27.32°C    64.59RH    64.96RH    64.30RH   65.54RH
2024-10-11   15:31:21   27.19°C     27.24°C     27.16°C   27.32°C    64.60RH    64.96RH    64.30RH   65.54RH
2024-10-11   15:31:26   27.18°C     27.24°C     27.16°C   27.32°C    64.61RH    64.96RH    64.30RH   65.54RH
