Data          Hora     Temp_atual   Temp_med   Temp_min   Temp_max   Umi_atual   Umi_med   Umi_min   Umi_max
2024-10-15   11:07:31   27.02°C     26.91°C     26.84°C   27.05°C    57.34RH    57.62RH    57.18RH   58.30RH
2024-10-15   11:07:37   27.02°C     26.91°C     26.84°C   27.05°C    57.32RH    57.62RH    57.18RH   58.30RH
2024-10-15   11:07:43   27.04°C     26.91°C     26.84°C   27.05°C    57.32RH    57.62RH    57.18RH   58.30RH
2024-10-15   11:07:49   27.04°C     26.91°C     26.84°C   27.05°C    57.29RH    57.62RH    57.18RH   58.30RH
2024-10-15   11:07:55   27.05°C     26.91°C     26.84°C   27.05°C    57.31RH    57.62RH    57.18RH   58.30RH
2024-10-15   11:08:01   27.04°C     26.91°C     26.84°C   27.05°C    57.31RH    57.62RH    57.18RH   58.30RH
2024-10-15   11:08:07   27.05°C     26.91°C     26.84°C   27.05°C    57.29RH    57.61RH    57.18RH   58.30RH
2024-10-15   11:08:13   27.06°C     26.92°C     26.84°C   27.06°C    57.29RH    57.61RH    57.18RH   58.30RH
2024-10-15   11:08:19   27.05°C     26.92°C     26.84°C   27.06°C    57.23RH    57.61RH    57.18RH   58.30RH
2024-10-15   11:08:25   27.05°C     26.92°C     26.84°C   27.06°C    57.11RH    57.61RH    57.11RH   58.30RH
2024-10-15   11:08:31   27.06°C     26.92°C     26.84°C   27.06°C    56.92RH    57.61RH    56.92RH   58.30RH
2024-10-15   11:08:38   27.08°C     26.92°C     26.84°C   27.08°C    57.02RH    57.60RH    56.92RH   58.30RH
2024-10-15   11:08:44   27.08°C     26.92°C     26.84°C   27.08°C    57.13RH    57.60RH    56.92RH   58.30RH
2024-10-15   11:08:50   27.08°C     26.92°C     26.84°C   27.08°C    57.19RH    57.60RH    56.92RH   58.30RH
2024-10-15   11:08:56   27.08°C     26.92°C     26.84°C   27.08°C    57.27RH    57.60RH    56.92RH   58.30RH
2024-10-15   11:09:02   27.09°C     26.92°C     26.84°C   27.09°C    57.24RH    57.60RH    56.92RH   58.30RH
2024-10-15   11:09:08   27.11°C     26.92°C     26.84°C   27.11°C    57.17RH    57.60RH    56.92RH   58.30RH
2024-10-15   11:09:14   27.12°C     26.92°C     26.84°C   27.12°C    57.07RH    57.59RH    56.92RH   58.30RH
2024-10-15   11:09:20   27.11°C     26.92°C     26.84°C   27.12°C    57.03RH    57.59RH    56.92RH   58.30RH
2024-10-15   11:09:26   27.11°C     26.92°C     26.84°C   27.12°C    56.97RH    57.59RH    56.92RH   58.30RH
2024-10-15   11:09:32   27.11°C     26.92°C     26.84°C   27.12°C    56.88RH    57.59RH    56.88RH   58.30RH
2024-10-15   11:09:38   27.11°C     26.92°C     26.84°C   27.12°C    56.78RH    57.58RH    56.78RH   58.30RH
2024-10-15   11:09:44   27.11°C     26.93°C     26.84°C   27.12°C    56.69RH    57.58RH    56.69RH   58.30RH
2024-10-15   11:09:50   27.09°C     26.93°C     26.84°C   27.12°C    56.57RH    57.58RH    56.57RH   58.30RH
2024-10-15   11:09:56   27.12°C     26.93°C     26.84°C   27.12°C    56.56RH    57.57RH    56.56RH   58.30RH
2024-10-15   11:10:02   27.11°C     26.93°C     26.84°C   27.12°C    56.54RH    57.57RH    56.54RH   58.30RH
2024-10-15   11:10:08   27.12°C     26.93°C     26.84°C   27.12°C    56.56RH    57.56RH    56.54RH   58.30RH
2024-10-15   11:10:14   27.12°C     26.93°C     26.84°C   27.12°C    56.56RH    57.56RH    56.54RH   58.30RH
2024-10-15   11:10:20   27.14°C     26.93°C     26.84°C   27.14°C    56.54RH    57.56RH    56.54RH   58.30RH
2024-10-15   11:10:26   27.12°C     26.93°C     26.84°C   27.14°C    56.55RH    57.55RH    56.54RH   58.30RH
2024-10-15   11:10:32   27.11°C     26.93°C     26.84°C   27.14°C    56.61RH    57.55RH    56.54RH   58.30RH
2024-10-15   11:10:38   27.11°C     26.93°C     26.84°C   27.14°C    56.60RH    57.54RH    56.54RH   58.30RH
2024-10-15   11:10:44   27.14°C     26.93°C     26.84°C   27.14°C    56.59RH    57.54RH    56.54RH   58.30RH
2024-10-15   11:10:50   27.12°C     26.93°C     26.84°C   27.14°C    56.59RH    57.54RH    56.54RH   58.30RH
2024-10-15   11:10:57   27.12°C     26.93°C     26.84°C   27.14°C    56.54RH    57.53RH    56.54RH   58.30RH
2024-10-15   11:11:03   27.12°C     26.94°C     26.84°C   27.14°C    56.53RH    57.53RH    56.53RH   58.30RH
2024-10-15   11:11:09   27.15°C     26.94°C     26.84°C   27.15°C    56.53RH    57.52RH    56.53RH   58.30RH
2024-10-15   11:11:15   27.14°C     26.94°C     26.84°C   27.15°C    56.39RH    57.52RH    56.39RH   58.30RH
2024-10-15   11:11:21   27.15°C     26.94°C     26.84°C   27.15°C    56.23RH    57.52RH    56.23RH   58.30RH
2024-10-15   11:11:27   27.14°C     26.94°C     26.84°C   27.15°C    56.22RH    57.51RH    56.22RH   58.30RH
2024-10-15   11:11:33   27.15°C     26.94°C     26.84°C   27.15°C    56.24RH    57.51RH    56.22RH   58.30RH
2024-10-15   11:11:39   27.14°C     26.94°C     26.84°C   27.15°C    56.20RH    57.50RH    56.20RH   58.30RH
2024-10-15   11:11:45   27.16°C     26.94°C     26.84°C   27.16°C    56.08RH    57.50RH    56.08RH   58.30RH
2024-10-15   11:11:51   27.15°C     26.94°C     26.84°C   27.16°C    56.20RH    57.49RH    56.08RH   58.30RH
2024-10-15   11:11:57   27.16°C     26.94°C     26.84°C   27.16°C    56.17RH    57.49RH    56.08RH   58.30RH
2024-10-15   11:12:03   27.15°C     26.94°C     26.84°C   27.16°C    55.99RH    57.48RH    55.99RH   58.30RH
2024-10-15   11:12:09   27.18°C     26.94°C     26.84°C   27.18°C    55.64RH    57.47RH    55.64RH   58.30RH
2024-10-15   11:12:15   27.19°C     26.94°C     26.84°C   27.19°C    55.30RH    57.47RH    55.30RH   58.30RH
2024-10-15   11:12:21   27.18°C     26.95°C     26.84°C   27.19°C    55.05RH    57.46RH    55.05RH   58.30RH
2024-10-15   11:12:27   27.22°C     26.95°C     26.84°C   27.22°C    54.96RH    57.45RH    54.96RH   58.30RH
2024-10-15   11:12:33   27.19°C     26.95°C     26.84°C   27.22°C    54.97RH    57.44RH    54.96RH   58.30RH
2024-10-15   11:12:39   27.21°C     26.95°C     26.84°C   27.22°C    55.07RH    57.43RH    54.96RH   58.30RH
2024-10-15   11:12:45   27.18°C     26.95°C     26.84°C   27.22°C    55.13RH    57.42RH    54.96RH   58.30RH
2024-10-15   11:12:51   27.19°C     26.95°C     26.84°C   27.22°C    55.33RH    57.41RH    54.96RH   58.30RH
2024-10-15   11:12:57   27.19°C     26.95°C     26.84°C   27.22°C    55.33RH    57.41RH    54.96RH   58.30RH
2024-10-15   11:13:03   27.19°C     26.95°C     26.84°C   27.22°C    55.46RH    57.40RH    54.96RH   58.30RH
2024-10-15   11:13:09   27.21°C     26.95°C     26.84°C   27.22°C    55.50RH    57.39RH    54.96RH   58.30RH
2024-10-15   11:13:16   27.18°C     26.95°C     26.84°C   27.22°C    55.53RH    57.39RH    54.96RH   58.30RH
2024-10-15   11:13:22   27.21°C     26.95°C     26.84°C   27.22°C    55.55RH    57.38RH    54.96RH   58.30RH
2024-10-15   11:13:28   27.22°C     26.96°C     26.84°C   27.22°C    55.44RH    57.37RH    54.96RH   58.30RH
2024-10-15   11:13:34   27.18°C     26.96°C     26.84°C   27.22°C    55.40RH    57.37RH    54.96RH   58.30RH
2024-10-15   11:13:40   27.22°C     26.96°C     26.84°C   27.22°C    55.32RH    57.36RH    54.96RH   58.30RH
2024-10-15   11:13:46   27.21°C     26.96°C     26.84°C   27.22°C    55.27RH    57.35RH    54.96RH   58.30RH
2024-10-15   11:13:52   27.21°C     26.96°C     26.84°C   27.22°C    55.22RH    57.35RH    54.96RH   58.30RH
2024-10-15   11:13:58   27.21°C     26.96°C     26.84°C   27.22°C    55.18RH    57.34RH    54.96RH   58.30RH
2024-10-15   11:14:04   27.22°C     26.96°C     26.84°C   27.22°C    55.12RH    57.33RH    54.96RH   58.30RH
2024-10-15   11:14:10   27.21°C     26.96°C     26.84°C   27.22°C    55.12RH    57.32RH    54.96RH   58.30RH
2024-10-15   11:14:16   27.19°C     26.96°C     26.84°C   27.22°C    55.06RH    57.31RH    54.96RH   58.30RH
2024-10-15   11:14:22   27.23°C     26.96°C     26.84°C   27.23°C    55.09RH    57.31RH    54.96RH   58.30RH
2024-10-15   11:14:28   27.22°C     26.96°C     26.84°C   27.23°C    55.09RH    57.30RH    54.96RH   58.30RH
2024-10-15   11:14:34   27.19°C     26.96°C     26.84°C   27.23°C    55.09RH    57.29RH    54.96RH   58.30RH
2024-10-15   11:14:40   27.22°C     26.97°C     26.84°C   27.23°C    55.07RH    57.28RH    54.96RH   58.30RH
2024-10-15   11:14:46   27.22°C     26.97°C     26.84°C   27.23°C    55.02RH    57.28RH    54.96RH   58.30RH
2024-10-15   11:14:52   27.22°C     26.97°C     26.84°C   27.23°C    54.99RH    57.27RH    54.96RH   58.30RH
2024-10-15   11:14:58   27.23°C     26.97°C     26.84°C   27.23°C    54.97RH    57.26RH    54.96RH   58.30RH
2024-10-15   11:15:04   27.23°C     26.97°C     26.84°C   27.23°C    54.90RH    57.25RH    54.90RH   58.30RH
2024-10-15   11:15:10   27.23°C     26.97°C     26.84°C   27.23°C    54.89RH    57.25RH    54.89RH   58.30RH
2024-10-15   11:15:16   27.25°C     26.97°C     26.84°C   27.25°C    54.88RH    57.24RH    54.88RH   58.30RH
2024-10-15   11:15:22   27.28°C     26.97°C     26.84°C   27.28°C    54.87RH    57.23RH    54.87RH   58.30RH
2024-10-15   11:15:29   27.25°C     26.97°C     26.84°C   27.28°C    54.84RH    57.22RH    54.84RH   58.30RH
2024-10-15   11:15:35   27.26°C     26.97°C     26.84°C   27.28°C    54.86RH    57.21RH    54.84RH   58.30RH
2024-10-15   11:15:41   27.28°C     26.97°C     26.84°C   27.28°C    54.89RH    57.21RH    54.84RH   58.30RH
2024-10-15   11:15:47   27.26°C     26.98°C     26.84°C   27.28°C    54.89RH    57.20RH    54.84RH   58.30RH
2024-10-15   11:15:53   27.28°C     26.98°C     26.84°C   27.28°C    54.87RH    57.19RH    54.84RH   58.30RH
2024-10-15   11:15:59   27.26°C     26.98°C     26.84°C   27.28°C    54.87RH    57.18RH    54.84RH   58.30RH
2024-10-15   11:16:05   27.26°C     26.98°C     26.84°C   27.28°C    54.90RH    57.18RH    54.84RH   58.30RH
2024-10-15   11:16:11   27.28°C     26.98°C     26.84°C   27.28°C    54.88RH    57.17RH    54.84RH   58.30RH
2024-10-15   11:16:17   27.29°C     26.98°C     26.84°C   27.29°C    54.72RH    57.16RH    54.72RH   58.30RH
2024-10-15   11:16:23   27.29°C     26.98°C     26.84°C   27.29°C    54.65RH    57.15RH    54.65RH   58.30RH
2024-10-15   11:16:29   27.28°C     26.98°C     26.84°C   27.29°C    54.66RH    57.15RH    54.65RH   58.30RH
2024-10-15   11:16:35   27.28°C     26.98°C     26.84°C   27.29°C    54.57RH    57.14RH    54.57RH   58.30RH
2024-10-15   11:16:41   27.29°C     26.98°C     26.84°C   27.29°C    54.45RH    57.13RH    54.45RH   58.30RH
2024-10-15   11:16:47   27.30°C     26.99°C     26.84°C   27.30°C    54.41RH    57.12RH    54.41RH   58.30RH
2024-10-15   11:16:53   27.30°C     26.99°C     26.84°C   27.30°C    54.43RH    57.11RH    54.41RH   58.30RH
2024-10-15   11:16:59   27.28°C     26.99°C     26.84°C   27.30°C    54.39RH    57.10RH    54.39RH   58.30RH
2024-10-15   11:17:05   27.28°C     26.99°C     26.84°C   27.30°C    54.34RH    57.10RH    54.34RH   58.30RH
2024-10-15   11:17:11   27.30°C     26.99°C     26.84°C   27.30°C    54.38RH    57.09RH    54.34RH   58.30RH
2024-10-15   11:17:17   27.28°C     26.99°C     26.84°C   27.30°C    54.38RH    57.08RH    54.34RH   58.30RH
2024-10-15   11:17:23   27.29°C     26.99°C     26.84°C   27.30°C    54.28RH    57.07RH    54.28RH   58.30RH
2024-10-15   11:17:29   27.29°C     26.99°C     26.84°C   27.30°C    54.28RH    57.06RH    54.28RH   58.30RH
2024-10-15   11:17:35   27.29°C     26.99°C     26.84°C   27.30°C    54.43RH    57.05RH    54.28RH   58.30RH
2024-10-15   11:17:42   27.29°C     26.99°C     26.84°C   27.30°C    54.33RH    57.05RH    54.28RH   58.30RH
2024-10-15   11:17:48   27.30°C     26.99°C     26.84°C   27.30°C    54.29RH    57.04RH    54.28RH   58.30RH
2024-10-15   11:17:54   27.29°C     27.00°C     26.84°C   27.30°C    54.27RH    57.03RH    54.27RH   58.30RH
2024-10-15   11:18:00   27.30°C     27.00°C     26.84°C   27.30°C    54.25RH    57.02RH    54.25RH   58.30RH
2024-10-15   11:18:06   27.30°C     27.00°C     26.84°C   27.30°C    54.24RH    57.01RH    54.24RH   58.30RH
2024-10-15   11:18:12   27.30°C     27.00°C     26.84°C   27.30°C    54.23RH    57.00RH    54.23RH   58.30RH
2024-10-15   11:18:18   27.29°C     27.00°C     26.84°C   27.30°C    54.19RH    56.99RH    54.19RH   58.30RH
2024-10-15   11:18:24   27.29°C     27.00°C     26.84°C   27.30°C    54.13RH    56.99RH    54.13RH   58.30RH
2024-10-15   11:18:30   27.32°C     27.00°C     26.84°C   27.32°C    54.11RH    56.98RH    54.11RH   58.30RH
2024-10-15   11:18:36   27.30°C     27.00°C     26.84°C   27.32°C    54.11RH    56.97RH    54.11RH   58.30RH
2024-10-15   11:18:42   27.30°C     27.00°C     26.84°C   27.32°C    54.09RH    56.96RH    54.09RH   58.30RH
2024-10-15   11:18:48   27.29°C     27.00°C     26.84°C   27.32°C    54.12RH    56.95RH    54.09RH   58.30RH
2024-10-15   11:18:54   27.28°C     27.00°C     26.84°C   27.32°C    54.12RH    56.94RH    54.09RH   58.30RH
2024-10-15   11:19:00   27.30°C     27.01°C     26.84°C   27.32°C    54.11RH    56.94RH    54.09RH   58.30RH
2024-10-15   11:19:06   27.28°C     27.01°C     26.84°C   27.32°C    54.13RH    56.93RH    54.09RH   58.30RH
2024-10-15   11:19:12   27.28°C     27.01°C     26.84°C   27.32°C    54.10RH    56.92RH    54.09RH   58.30RH
2024-10-15   11:19:18   27.30°C     27.01°C     26.84°C   27.32°C    54.08RH    56.91RH    54.08RH   58.30RH
2024-10-15   11:19:24   27.29°C     27.01°C     26.84°C   27.32°C    54.09RH    56.90RH    54.08RH   58.30RH
2024-10-15   11:19:30   27.28°C     27.01°C     26.84°C   27.32°C    54.13RH    56.89RH    54.08RH   58.30RH
2024-10-15   11:19:36   27.32°C     27.01°C     26.84°C   27.32°C    54.12RH    56.89RH    54.08RH   58.30RH
2024-10-15   11:19:42   27.29°C     27.01°C     26.84°C   27.32°C    54.14RH    56.88RH    54.08RH   58.30RH
2024-10-15   11:19:48   27.29°C     27.01°C     26.84°C   27.32°C    54.14RH    56.87RH    54.08RH   58.30RH
2024-10-15   11:19:54   27.32°C     27.01°C     26.84°C   27.32°C    54.19RH    56.86RH    54.08RH   58.30RH
2024-10-15   11:20:01   27.30°C     27.01°C     26.84°C   27.32°C    54.12RH    56.85RH    54.08RH   58.30RH
2024-10-15   11:20:07   27.32°C     27.01°C     26.84°C   27.32°C    54.00RH    56.85RH    54.00RH   58.30RH
2024-10-15   11:20:13   27.35°C     27.02°C     26.84°C   27.35°C    54.05RH    56.84RH    54.00RH   58.30RH
2024-10-15   11:20:19   27.35°C     27.02°C     26.84°C   27.35°C    54.11RH    56.83RH    54.00RH   58.30RH
2024-10-15   11:20:25   27.36°C     27.02°C     26.84°C   27.36°C    54.11RH    56.82RH    54.00RH   58.30RH
2024-10-15   11:20:31   27.35°C     27.02°C     26.84°C   27.36°C    54.12RH    56.82RH    54.00RH   58.30RH
2024-10-15   11:20:37   27.35°C     27.02°C     26.84°C   27.36°C    54.09RH    56.81RH    54.00RH   58.30RH
2024-10-15   11:20:43   27.36°C     27.02°C     26.84°C   27.36°C    54.06RH    56.80RH    54.00RH   58.30RH
2024-10-15   11:20:49   27.35°C     27.02°C     26.84°C   27.36°C    53.93RH    56.79RH    53.93RH   58.30RH
2024-10-15   11:20:55   27.35°C     27.02°C     26.84°C   27.36°C    53.84RH    56.78RH    53.84RH   58.30RH
2024-10-15   11:21:01   27.36°C     27.02°C     26.84°C   27.36°C    53.74RH    56.78RH    53.74RH   58.30RH
2024-10-15   11:21:07   27.36°C     27.02°C     26.84°C   27.36°C    53.72RH    56.77RH    53.72RH   58.30RH
2024-10-15   11:21:13   27.36°C     27.02°C     26.84°C   27.36°C    53.62RH    56.76RH    53.62RH   58.30RH
2024-10-15   11:21:19   27.36°C     27.03°C     26.84°C   27.36°C    53.59RH    56.75RH    53.59RH   58.30RH
2024-10-15   11:21:25   27.36°C     27.03°C     26.84°C   27.36°C    53.58RH    56.74RH    53.58RH   58.30RH
2024-10-15   11:21:31   27.36°C     27.03°C     26.84°C   27.36°C    53.55RH    56.73RH    53.55RH   58.30RH
2024-10-15   11:21:37   27.35°C     27.03°C     26.84°C   27.36°C    53.53RH    56.72RH    53.53RH   58.30RH
2024-10-15   11:21:43   27.36°C     27.03°C     26.84°C   27.36°C    53.47RH    56.71RH    53.47RH   58.30RH
2024-10-15   11:21:49   27.36°C     27.03°C     26.84°C   27.36°C    53.44RH    56.71RH    53.44RH   58.30RH
2024-10-15   11:21:55   27.36°C     27.03°C     26.84°C   27.36°C    53.42RH    56.70RH    53.42RH   58.30RH
2024-10-15   11:22:01   27.36°C     27.03°C     26.84°C   27.36°C    53.48RH    56.69RH    53.42RH   58.30RH
2024-10-15   11:22:07   27.35°C     27.03°C     26.84°C   27.36°C    53.53RH    56.68RH    53.42RH   58.30RH
2024-10-15   11:22:13   27.36°C     27.03°C     26.84°C   27.36°C    53.57RH    56.67RH    53.42RH   58.30RH
2024-10-15   11:22:20   27.36°C     27.03°C     26.84°C   27.36°C    53.53RH    56.66RH    53.42RH   58.30RH
2024-10-15   11:22:26   27.33°C     27.04°C     26.84°C   27.36°C    53.46RH    56.65RH    53.42RH   58.30RH
2024-10-15   11:22:32   27.36°C     27.04°C     26.84°C   27.36°C    53.42RH    56.65RH    53.42RH   58.30RH
2024-10-15   11:22:38   27.38°C     27.04°C     26.84°C   27.38°C    53.41RH    56.64RH    53.41RH   58.30RH
2024-10-15   11:22:44   27.35°C     27.04°C     26.84°C   27.38°C    53.38RH    56.63RH    53.38RH   58.30RH
2024-10-15   11:22:50   27.36°C     27.04°C     26.84°C   27.38°C    53.32RH    56.62RH    53.32RH   58.30RH
2024-10-15   11:22:56   27.36°C     27.04°C     26.84°C   27.38°C    53.32RH    56.61RH    53.32RH   58.30RH
2024-10-15   11:23:02   27.35°C     27.04°C     26.84°C   27.38°C    53.29RH    56.60RH    53.29RH   58.30RH
2024-10-15   11:23:08   27.36°C     27.04°C     26.84°C   27.38°C    53.30RH    56.59RH    53.29RH   58.30RH
2024-10-15   11:23:14   27.36°C     27.04°C     26.84°C   27.38°C    53.34RH    56.59RH    53.29RH   58.30RH
2024-10-15   11:23:20   27.36°C     27.04°C     26.84°C   27.38°C    53.32RH    56.58RH    53.29RH   58.30RH
2024-10-15   11:23:26   27.36°C     27.04°C     26.84°C   27.38°C    53.30RH    56.57RH    53.29RH   58.30RH
2024-10-15   11:23:32   27.36°C     27.04°C     26.84°C   27.38°C    53.24RH    56.56RH    53.24RH   58.30RH
2024-10-15   11:23:38   27.36°C     27.05°C     26.84°C   27.38°C    53.21RH    56.55RH    53.21RH   58.30RH
2024-10-15   11:23:44   27.35°C     27.05°C     26.84°C   27.38°C    53.23RH    56.54RH    53.21RH   58.30RH
2024-10-15   11:23:50   27.35°C     27.05°C     26.84°C   27.38°C    53.20RH    56.53RH    53.20RH   58.30RH
2024-10-15   11:23:56   27.33°C     27.05°C     26.84°C   27.38°C    53.17RH    56.52RH    53.17RH   58.30RH
2024-10-15   11:24:02   27.36°C     27.05°C     26.84°C   27.38°C    53.15RH    56.52RH    53.15RH   58.30RH
2024-10-15   11:24:08   27.36°C     27.05°C     26.84°C   27.38°C    53.13RH    56.51RH    53.13RH   58.30RH
2024-10-15   11:24:14   27.36°C     27.05°C     26.84°C   27.38°C    53.11RH    56.50RH    53.11RH   58.30RH
2024-10-15   11:24:20   27.36°C     27.05°C     26.84°C   27.38°C    53.09RH    56.49RH    53.09RH   58.30RH
2024-10-15   11:24:26   27.36°C     27.05°C     26.84°C   27.38°C    53.09RH    56.48RH    53.09RH   58.30RH
2024-10-15   11:24:33   27.35°C     27.05°C     26.84°C   27.38°C    53.02RH    56.47RH    53.02RH   58.30RH
2024-10-15   11:24:39   27.38°C     27.05°C     26.84°C   27.38°C    52.97RH    56.46RH    52.97RH   58.30RH
2024-10-15   11:24:45   27.41°C     27.05°C     26.84°C   27.41°C    52.98RH    56.46RH    52.97RH   58.30RH
2024-10-15   11:24:51   27.35°C     27.05°C     26.84°C   27.41°C    52.96RH    56.45RH    52.96RH   58.30RH
2024-10-15   11:24:57   27.38°C     27.06°C     26.84°C   27.41°C    52.91RH    56.44RH    52.91RH   58.30RH
2024-10-15   11:25:03   27.35°C     27.06°C     26.84°C   27.41°C    52.90RH    56.43RH    52.90RH   58.30RH
2024-10-15   11:25:09   27.36°C     27.06°C     26.84°C   27.41°C    52.91RH    56.42RH    52.90RH   58.30RH
2024-10-15   11:25:15   27.35°C     27.06°C     26.84°C   27.41°C    52.91RH    56.41RH    52.90RH   58.30RH
2024-10-15   11:25:21   27.36°C     27.06°C     26.84°C   27.41°C    52.92RH    56.40RH    52.90RH   58.30RH
2024-10-15   11:25:27   27.32°C     27.06°C     26.84°C   27.41°C    52.93RH    56.39RH    52.90RH   58.30RH
2024-10-15   11:25:33   27.38°C     27.06°C     26.84°C   27.41°C    52.96RH    56.39RH    52.90RH   58.30RH
2024-10-15   11:25:39   27.38°C     27.06°C     26.84°C   27.41°C    53.02RH    56.38RH    52.90RH   58.30RH
2024-10-15   11:25:45   27.36°C     27.06°C     26.84°C   27.41°C    53.00RH    56.37RH    52.90RH   58.30RH
2024-10-15   11:25:51   27.35°C     27.06°C     26.84°C   27.41°C    53.04RH    56.36RH    52.90RH   58.30RH
2024-10-15   11:25:57   27.36°C     27.06°C     26.84°C   27.41°C    53.06RH    56.35RH    52.90RH   58.30RH
2024-10-15   11:26:03   27.36°C     27.06°C     26.84°C   27.41°C    53.11RH    56.34RH    52.90RH   58.30RH
2024-10-15   11:26:09   27.35°C     27.06°C     26.84°C   27.41°C    53.20RH    56.34RH    52.90RH   58.30RH
2024-10-15   11:26:15   27.36°C     27.07°C     26.84°C   27.41°C    53.15RH    56.33RH    52.90RH   58.30RH
2024-10-15   11:26:21   27.36°C     27.07°C     26.84°C   27.41°C    53.12RH    56.32RH    52.90RH   58.30RH
2024-10-15   11:26:27   27.36°C     27.07°C     26.84°C   27.41°C    53.15RH    56.31RH    52.90RH   58.30RH
2024-10-15   11:26:33   27.33°C     27.07°C     26.84°C   27.41°C    53.23RH    56.31RH    52.90RH   58.30RH
2024-10-15   11:26:39   27.36°C     27.07°C     26.84°C   27.41°C    53.28RH    56.30RH    52.90RH   58.30RH
2024-10-15   11:26:45   27.32°C     27.07°C     26.84°C   27.41°C    53.26RH    56.29RH    52.90RH   58.30RH
2024-10-15   11:26:52   27.35°C     27.07°C     26.84°C   27.41°C    53.31RH    56.28RH    52.90RH   58.30RH
2024-10-15   11:26:58   27.32°C     27.07°C     26.84°C   27.41°C    53.37RH    56.28RH    52.90RH   58.30RH
2024-10-15   11:27:04   27.35°C     27.07°C     26.84°C   27.41°C    53.35RH    56.27RH    52.90RH   58.30RH
2024-10-15   11:27:10   27.35°C     27.07°C     26.84°C   27.41°C    53.36RH    56.26RH    52.90RH   58.30RH
2024-10-15   11:27:16   27.35°C     27.07°C     26.84°C   27.41°C    53.39RH    56.26RH    52.90RH   58.30RH
2024-10-15   11:27:22   27.33°C     27.07°C     26.84°C   27.41°C    53.37RH    56.25RH    52.90RH   58.30RH
2024-10-15   11:27:28   27.35°C     27.07°C     26.84°C   27.41°C    53.38RH    56.24RH    52.90RH   58.30RH
2024-10-15   11:27:34   27.35°C     27.07°C     26.84°C   27.41°C    53.37RH    56.24RH    52.90RH   58.30RH
2024-10-15   11:27:40   27.32°C     27.07°C     26.84°C   27.41°C    53.35RH    56.23RH    52.90RH   58.30RH
2024-10-15   11:27:46   27.33°C     27.07°C     26.84°C   27.41°C    53.43RH    56.22RH    52.90RH   58.30RH
2024-10-15   11:27:52   27.32°C     27.08°C     26.84°C   27.41°C    53.41RH    56.22RH    52.90RH   58.30RH
2024-10-15   11:27:58   27.33°C     27.08°C     26.84°C   27.41°C    53.38RH    56.21RH    52.90RH   58.30RH
2024-10-15   11:28:04   27.33°C     27.08°C     26.84°C   27.41°C    53.42RH    56.20RH    52.90RH   58.30RH
2024-10-15   11:28:10   27.35°C     27.08°C     26.84°C   27.41°C    53.42RH    56.20RH    52.90RH   58.30RH
2024-10-15   11:28:16   27.33°C     27.08°C     26.84°C   27.41°C    53.39RH    56.19RH    52.90RH   58.30RH
2024-10-15   11:28:22   27.33°C     27.08°C     26.84°C   27.41°C    53.41RH    56.18RH    52.90RH   58.30RH
2024-10-15   11:28:28   27.33°C     27.08°C     26.84°C   27.41°C    53.40RH    56.18RH    52.90RH   58.30RH
2024-10-15   11:28:34   27.35°C     27.08°C     26.84°C   27.41°C    53.41RH    56.17RH    52.90RH   58.30RH
2024-10-15   11:28:40   27.35°C     27.08°C     26.84°C   27.41°C    53.39RH    56.17RH    52.90RH   58.30RH
2024-10-15   11:28:46   27.35°C     27.08°C     26.84°C   27.41°C    53.42RH    56.16RH    52.90RH   58.30RH
2024-10-15   11:28:52   27.35°C     27.08°C     26.84°C   27.41°C    53.42RH    56.15RH    52.90RH   58.30RH
2024-10-15   11:28:58   27.36°C     27.08°C     26.84°C   27.41°C    53.46RH    56.15RH    52.90RH   58.30RH
2024-10-15   11:29:05   27.36°C     27.08°C     26.84°C   27.41°C    53.47RH    56.14RH    52.90RH   58.30RH
2024-10-15   11:29:11   27.36°C     27.08°C     26.84°C   27.41°C    53.49RH    56.13RH    52.90RH   58.30RH
2024-10-15   11:29:17   27.35°C     27.08°C     26.84°C   27.41°C    53.50RH    56.13RH    52.90RH   58.30RH
2024-10-15   11:29:23   27.33°C     27.08°C     26.84°C   27.41°C    53.49RH    56.12RH    52.90RH   58.30RH
2024-10-15   11:29:29   27.36°C     27.09°C     26.84°C   27.41°C    53.47RH    56.12RH    52.90RH   58.30RH
2024-10-15   11:29:35   27.35°C     27.09°C     26.84°C   27.41°C    53.37RH    56.11RH    52.90RH   58.30RH
2024-10-15   11:29:41   27.35°C     27.09°C     26.84°C   27.41°C    53.22RH    56.10RH    52.90RH   58.30RH
2024-10-15   11:29:47   27.38°C     27.09°C     26.84°C   27.41°C    53.12RH    56.10RH    52.90RH   58.30RH
2024-10-15   11:29:53   27.35°C     27.09°C     26.84°C   27.41°C    53.10RH    56.09RH    52.90RH   58.30RH
2024-10-15   11:29:59   27.36°C     27.09°C     26.84°C   27.41°C    53.08RH    56.08RH    52.90RH   58.30RH
2024-10-15   11:30:05   27.38°C     27.09°C     26.84°C   27.41°C    53.13RH    56.08RH    52.90RH   58.30RH
2024-10-15   11:30:11   27.38°C     27.09°C     26.84°C   27.41°C    53.12RH    56.07RH    52.90RH   58.30RH
2024-10-15   11:30:17   27.35°C     27.09°C     26.84°C   27.41°C    53.10RH    56.06RH    52.90RH   58.30RH
2024-10-15   11:30:23   27.38°C     27.09°C     26.84°C   27.41°C    53.14RH    56.06RH    52.90RH   58.30RH
